id,name,date_of_birth,height,weight,spike,block,link
1,Victoria Mayer,19/06/2001,180,59,285,265,/en/volleyball/worldchampionships/u20/women/2019/teams/arg-argentina/players/victoria-mayer?id=73152
2,Aylen Ayub,18/06/2002,181,63,290,273,/en/volleyball/worldchampionships/u20/women/2019/teams/arg-argentina/players/aylen-ayub?id=73141
3,Maria Tiziana Puljiz,13/02/2002,180,68,290,270,/en/volleyball/worldchampionships/u20/women/2019/teams/arg-argentina/players/maria-tiziana-puljiz?id=73154
4,Candela Sol Salinas,23/05/2000,183,64,278,265,/en/volleyball/worldchampionships/u20/women/2019/teams/arg-argentina/players/candela-sol-salinas?id=73156
5,Angeles Ligorria,24/01/2000,180,68,290,270,/en/volleyball/worldchampionships/u20/women/2019/teams/arg-argentina/players/angeles-ligorria?id=73150
6,Martina Delucchi,13/10/2000,179,74,293,273,/en/volleyball/worldchampionships/u20/women/2019/teams/arg-argentina/players/martina-delucchi?id=73147
7,Sofia Meinardi,22/11/2001,175,70,287,270,/en/volleyball/worldchampionships/u20/women/2019/teams/arg-argentina/players/sofia-meinardi?id=73153
8,Bianca Farriol,18/12/2001,180,68,290,270,/en/volleyball/worldchampionships/u20/women/2019/teams/arg-argentina/players/bianca-farriol?id=73148
9,Martina Castro,18/12/2000,174,63,290,270,/en/volleyball/worldchampionships/u20/women/2019/teams/arg-argentina/players/martina-castro?id=73143
10,Bianca Cugno,22/04/2003,191,72,290,270,/en/volleyball/worldchampionships/u20/women/2019/teams/arg-argentina/players/bianca-cugno?id=73146
11,Melisa Gabriela Corzo,01/05/2000,180,64,283,274,/en/volleyball/worldchampionships/u20/women/2019/teams/arg-argentina/players/melisa-gabriela-corzo?id=73145
12,Berenice Almeyda,07/05/2001,180,68,290,270,/en/volleyball/worldchampionships/u20/women/2019/teams/arg-argentina/players/berenice-almeyda?id=73140
13,Rosely Evaristo Nogueira,06/03/2001,175,67,270,265,/en/volleyball/worldchampionships/u20/women/2019/teams/bra-brazil/players/rosely-evaristo-nogueira?id=72912
14,Laura Gambatto Kudiess,25/02/2001,188,72,300,286,/en/volleyball/worldchampionships/u20/women/2019/teams/bra-brazil/players/laura-gambatto-kudiess?id=72913
15,Julia Gambatto Kudiess,02/01/2003,189,76,301,287,/en/volleyball/worldchampionships/u20/women/2019/teams/bra-brazil/players/julia-gambatto-kudiess?id=72922
16,Julia Isabelle Bergmann,21/02/2001,196,78,301,289,/en/volleyball/worldchampionships/u20/women/2019/teams/bra-brazil/players/julia-isabelle-bergmann?id=72915
17,Daniela Seibt,17/04/2000,190,74,295,290,/en/volleyball/worldchampionships/u20/women/2019/teams/bra-brazil/players/daniela-seibt?id=72917
18,Jheovana Emanuele Sebastião,10/01/2001,194,90,300,290,/en/volleyball/worldchampionships/u20/women/2019/teams/bra-brazil/players/jheovana-emanuele-sebasti%c3%a3o?id=72955
19,Kisy Nascimento,28/01/2000,190,81,303,290,/en/volleyball/worldchampionships/u20/women/2019/teams/bra-brazil/players/kisy-nascimento?id=72916
20,Tainara Lemes Santos,09/03/2000,190,81,306,289,/en/volleyball/worldchampionships/u20/women/2019/teams/bra-brazil/players/tainara-lemes-santos?id=72923
21,Mayara Barcelos Da Silva,26/04/2001,182,74,293,284,/en/volleyball/worldchampionships/u20/women/2019/teams/bra-brazil/players/mayara-barcelos-da-silva?id=72954
22,Kenya Malachias,29/11/2000,185,73,294,280,/en/volleyball/worldchampionships/u20/women/2019/teams/bra-brazil/players/kenya-malachias?id=72910
23,Ana Cristina Menezes Oliveira De Souza,07/04/2004,192,79,309,296,/en/volleyball/worldchampionships/u20/women/2019/teams/bra-brazil/players/ana-cristina-menezes-oliveira-de-souza?id=72929
24,Leticia Araujo Almeida Holanda Moura,08/05/2003,159,54,272,252,/en/volleyball/worldchampionships/u20/women/2019/teams/bra-brazil/players/leticia-araujo-almeida-holanda-moura?id=72925
25,Luyao Xu,18/08/2000,192,90,305,295,/en/volleyball/worldchampionships/u20/women/2019/teams/chn-china/players/luyao-xu?id=72989
26,Wenhan Che,11/04/2000,193,67,305,297,/en/volleyball/worldchampionships/u20/women/2019/teams/chn-china/players/wenhan-che?id=72976
27,Yiwen Miao,26/07/2000,186,71,306,295,/en/volleyball/worldchampionships/u20/women/2019/teams/chn-china/players/yiwen-miao?id=72982
28,Junyi Mao,08/01/2000,190,81,312,302,/en/volleyball/worldchampionships/u20/women/2019/teams/chn-china/players/junyi-mao?id=72981
29,Dian Jiao,08/09/2000,193,72,297,291,/en/volleyball/worldchampionships/u20/women/2019/teams/chn-china/players/dian-jiao?id=72979
30,Yan Sun,06/07/2001,188,68,308,295,/en/volleyball/worldchampionships/u20/women/2019/teams/chn-china/players/yan-sun?id=72985
31,Yuqing Sun,18/02/2001,187,63,320,310,/en/volleyball/worldchampionships/u20/women/2019/teams/chn-china/players/yuqing-sun?id=72986
32,Yizhu Wang,23/03/2001,189,75,318,305,/en/volleyball/worldchampionships/u20/women/2019/teams/chn-china/players/yizhu-wang?id=72987
33,Xiaoxuan Sun,18/02/2000,186,77,308,300,/en/volleyball/worldchampionships/u20/women/2019/teams/chn-china/players/xiaoxuan-sun?id=72984
34,Fanglin Chen,02/09/2000,180,67,310,300,/en/volleyball/worldchampionships/u20/women/2019/teams/chn-china/players/fanglin-chen?id=72977
35,Feifan Ni,14/02/2001,175,67,271,265,/en/volleyball/worldchampionships/u20/women/2019/teams/chn-china/players/feifan-ni?id=72983
36,Ruilan Chen,23/11/2001,175,63,301,288,/en/volleyball/worldchampionships/u20/women/2019/teams/chn-china/players/ruilan-chen?id=72978
37,Dezirett De La Caridad Madan Rosales,10/12/2002,183,71,289,275,/en/volleyball/worldchampionships/u20/women/2019/teams/cub-cuba/players/dezirett-de-la-caridad-madan-rosales?id=73403
38,Dayana Martinez Hernandez,19/10/2002,189,74,285,280,/en/volleyball/worldchampionships/u20/women/2019/teams/cub-cuba/players/dayana-martinez-hernandez?id=73404
39,Ellemay Santa Miranda Tejeda,07/05/2002,165,60,278,276,/en/volleyball/worldchampionships/u20/women/2019/teams/cub-cuba/players/ellemay-santa-miranda-tejeda?id=73414
40,Yaimaris De Los Angeles Garcia Victoria,03/12/2002,183,73,265,258,/en/volleyball/worldchampionships/u20/women/2019/teams/cub-cuba/players/yaimaris-de-los-angeles-garcia-victoria?id=73400
41,Claudia Basilia Tarin Alarcon,26/01/2003,189,76,315,308,/en/volleyball/worldchampionships/u20/women/2019/teams/cub-cuba/players/claudia-basilia-tarin-alarcon?id=73411
42,Ailama Cese Montalvo,29/10/2000,188,58,322,308,/en/volleyball/worldchampionships/u20/women/2019/teams/cub-cuba/players/ailama-cese-montalvo?id=73397
43,Yamisleydis Viltres Pacheco,26/07/2001,189,73,247,244,/en/volleyball/worldchampionships/u20/women/2019/teams/cub-cuba/players/yamisleydis-viltres-pacheco?id=73413
44,Amelia Morozo Moises,07/02/2002,186,67,246,244,/en/volleyball/worldchampionships/u20/women/2019/teams/cub-cuba/players/amelia-morozo-moises?id=73408
45,Thainalien Castillo Leyva,17/03/2003,179,67,230,227,/en/volleyball/worldchampionships/u20/women/2019/teams/cub-cuba/players/thainalien-castillo-leyva?id=73396
46,Daima Del Rió Preval,09/09/2000,180,77,236,234,/en/volleyball/worldchampionships/u20/women/2019/teams/cub-cuba/players/daima-del-ri%c3%b3-preval?id=73399
47,Thalia Moreno Reyes,10/04/2002,189,76,315,308,/en/volleyball/worldchampionships/u20/women/2019/teams/cub-cuba/players/thalia-moreno-reyes?id=73407
48,Ivy May Vila Wittingham,22/07/2001,181,78,235,232,/en/volleyball/worldchampionships/u20/women/2019/teams/cub-cuba/players/ivy-may-vila-wittingham?id=73412
49,Flormarie Heredia Colon,21/10/2002,181,80,284,280,/en/volleyball/worldchampionships/u20/women/2019/teams/dom-dominican%20republic/players/flormarie-heredia-colon?id=72943
50,Sarah Cruz,11/12/2002,176,55,288,271,/en/volleyball/worldchampionships/u20/women/2019/teams/dom-dominican%20republic/players/sarah-cruz?id=74919
51,Camila Victoria De La Rosa Herrera,02/07/2001,178,73,273,260,/en/volleyball/worldchampionships/u20/women/2019/teams/dom-dominican%20republic/players/camila-victoria-de-la-rosa-herrera?id=72938
52,Madeline Jazmin Guillen Paredes,04/06/2001,186,74,273,242,/en/volleyball/worldchampionships/u20/women/2019/teams/dom-dominican%20republic/players/madeline-jazmin-guillen-paredes?id=72942
53,Natalia Martinez,25/11/2000,186,71,310,300,/en/volleyball/worldchampionships/u20/women/2019/teams/dom-dominican%20republic/players/natalia-martinez?id=72946
54,Geraldine Sthefany Gonzalez,18/04/2002,196,77,295,290,/en/volleyball/worldchampionships/u20/women/2019/teams/dom-dominican%20republic/players/geraldine-sthefany-gonzalez?id=72941
55,Hennesys Nathaly Lalane Tejeda,10/04/2000,185,74,275,263,/en/volleyball/worldchampionships/u20/women/2019/teams/dom-dominican%20republic/players/hennesys-nathaly-lalane-tejeda?id=72945
56,Raquel Margarita Rodriguez Camilo,12/07/2000,183,60,284,268,/en/volleyball/worldchampionships/u20/women/2019/teams/dom-dominican%20republic/players/raquel-margarita-rodriguez-camilo?id=72950
57,Mariela Michell Jimenez,10/05/2001,194,86,285,277,/en/volleyball/worldchampionships/u20/women/2019/teams/dom-dominican%20republic/players/mariela-michell-jimenez?id=72944
58,Mesalina Luz Del Sol Yosil Severino,18/07/2000,185,63,283,272,/en/volleyball/worldchampionships/u20/women/2019/teams/dom-dominican%20republic/players/mesalina-luz-del-sol-yosil-severino?id=72952
59,Yaneirys Rodriguez Duran,26/06/2000,171,56,280,251,/en/volleyball/worldchampionships/u20/women/2019/teams/dom-dominican%20republic/players/yaneirys-rodriguez-duran?id=72951
60,Esthefany Rabit,18/01/2002,186,82,290,280,/en/volleyball/worldchampionships/u20/women/2019/teams/dom-dominican%20republic/players/esthefany-rabit?id=72948
61,Hana Mansy,24/10/2001,181,88,278,273,/en/volleyball/worldchampionships/u20/women/2019/teams/egy-egypt/players/hana-mansy?id=73527
62,Mayar Mohamed,05/02/2000,186,78,279,273,/en/volleyball/worldchampionships/u20/women/2019/teams/egy-egypt/players/mayar-mohamed?id=73528
63,Hadeer Ewais,22/02/2000,178,75,280,275,/en/volleyball/worldchampionships/u20/women/2019/teams/egy-egypt/players/hadeer-ewais?id=73574
64,Aliaa Helal,01/01/2000,181,82,279,270,/en/volleyball/worldchampionships/u20/women/2019/teams/egy-egypt/players/aliaa-helal?id=73533
65,Nada Essa,21/01/2000,165,69,250,240,/en/volleyball/worldchampionships/u20/women/2019/teams/egy-egypt/players/nada-essa?id=73535
66,Zeina Elelemy,01/01/2000,181,75,275,275,/en/volleyball/worldchampionships/u20/women/2019/teams/egy-egypt/players/zeina-elelemy?id=73522
67,Hana Abass,23/07/2000,170,64,263,251,/en/volleyball/worldchampionships/u20/women/2019/teams/egy-egypt/players/hana-abass?id=73534
68,Nourallah Amin,25/11/2000,184,70,285,276,/en/volleyball/worldchampionships/u20/women/2019/teams/egy-egypt/players/nourallah-amin?id=73521
