id,name,date_of_birth,height,weight,spike,block,link
41,Claudia Basilia Tarin Alarcon,26/01/2003,189,76,315,308,/en/volleyball/worldchampionships/u20/women/2019/teams/cub-cuba/players/claudia-basilia-tarin-alarcon?id=73411
42,Ailama Cese Montalvo,29/10/2000,188,58,322,308,/en/volleyball/worldchampionships/u20/women/2019/teams/cub-cuba/players/ailama-cese-montalvo?id=73397
43,Yamisleydis Viltres Pacheco,26/07/2001,189,73,247,244,/en/volleyball/worldchampionships/u20/women/2019/teams/cub-cuba/players/yamisleydis-viltres-pacheco?id=73413
44,Amelia Morozo Moises,07/02/2002,186,67,246,244,/en/volleyball/worldchampionships/u20/women/2019/teams/cub-cuba/players/amelia-morozo-moises?id=73408
45,Thainalien Castillo Leyva,17/03/2003,179,67,230,227,/en/volleyball/worldchampionships/u20/women/2019/teams/cub-cuba/players/thainalien-castillo-leyva?id=73396
46,Daima Del Rió Preval,09/09/2000,180,77,236,234,/en/volleyball/worldchampionships/u20/women/2019/teams/cub-cuba/players/daima-del-ri%c3%b3-preval?id=73399
47,Thalia Moreno Reyes,10/04/2002,189,76,315,308,/en/volleyball/worldchampionships/u20/women/2019/teams/cub-cuba/players/thalia-moreno-reyes?id=73407
48,Ivy May Vila Wittingham,22/07/2001,181,78,235,232,/en/volleyball/worldchampionships/u20/women/2019/teams/cub-cuba/players/ivy-may-vila-wittingham?id=73412
49,Flormarie Heredia Colon,21/10/2002,181,80,284,280,/en/volleyball/worldchampionships/u20/women/2019/teams/dom-dominican%20republic/players/flormarie-heredia-colon?id=72943
50,Sarah Cruz,11/12/2002,176,55,288,271,/en/volleyball/worldchampionships/u20/women/2019/teams/dom-dominican%20republic/players/sarah-cruz?id=74919
51,Camila Victoria De La Rosa Herrera,02/07/2001,178,73,273,260,/en/volleyball/worldchampionships/u20/women/2019/teams/dom-dominican%20republic/players/camila-victoria-de-la-rosa-herrera?id=72938
52,Madeline Jazmin Guillen Paredes,04/06/2001,186,74,273,242,/en/volleyball/worldchampionships/u20/women/2019/teams/dom-dominican%20republic/players/madeline-jazmin-guillen-paredes?id=72942
53,Natalia Martinez,25/11/2000,186,71,310,300,/en/volleyball/worldchampionships/u20/women/2019/teams/dom-dominican%20republic/players/natalia-martinez?id=72946
54,Geraldine Sthefany Gonzalez,18/04/2002,196,77,295,290,/en/volleyball/worldchampionships/u20/women/2019/teams/dom-dominican%20republic/players/geraldine-sthefany-gonzalez?id=72941
55,Hennesys Nathaly Lalane Tejeda,10/04/2000,185,74,275,263,/en/volleyball/worldchampionships/u20/women/2019/teams/dom-dominican%20republic/players/hennesys-nathaly-lalane-tejeda?id=72945
56,Raquel Margarita Rodriguez Camilo,12/07/2000,183,60,284,268,/en/volleyball/worldchampionships/u20/women/2019/teams/dom-dominican%20republic/players/raquel-margarita-rodriguez-camilo?id=72950
57,Mariela Michell Jimenez,10/05/2001,194,86,285,277,/en/volleyball/worldchampionships/u20/women/2019/teams/dom-dominican%20republic/players/mariela-michell-jimenez?id=72944
58,Mesalina Luz Del Sol Yosil Severino,18/07/2000,185,63,283,272,/en/volleyball/worldchampionships/u20/women/2019/teams/dom-dominican%20republic/players/mesalina-luz-del-sol-yosil-severino?id=72952
59,Yaneirys Rodriguez Duran,26/06/2000,171,56,280,251,/en/volleyball/worldchampionships/u20/women/2019/teams/dom-dominican%20republic/players/yaneirys-rodriguez-duran?id=72951
60,Esthefany Rabit,18/01/2002,186,82,290,280,/en/volleyball/worldchampionships/u20/women/2019/teams/dom-dominican%20republic/players/esthefany-rabit?id=72948
61,Hana Mansy,24/10/2001,181,88,278,273,/en/volleyball/worldchampionships/u20/women/2019/teams/egy-egypt/players/hana-mansy?id=73527
62,Mayar Mohamed,05/02/2000,186,78,279,273,/en/volleyball/worldchampionships/u20/women/2019/teams/egy-egypt/players/mayar-mohamed?id=73528
63,Hadeer Ewais,22/02/2000,178,75,280,275,/en/volleyball/worldchampionships/u20/women/2019/teams/egy-egypt/players/hadeer-ewais?id=73574
64,Aliaa Helal,01/01/2000,181,82,279,270,/en/volleyball/worldchampionships/u20/women/2019/teams/egy-egypt/players/aliaa-helal?id=73533
65,Nada Essa,21/01/2000,165,69,250,240,/en/volleyball/worldchampionships/u20/women/2019/teams/egy-egypt/players/nada-essa?id=73535
66,Zeina Elelemy,01/01/2000,181,75,275,275,/en/volleyball/worldchampionships/u20/women/2019/teams/egy-egypt/players/zeina-elelemy?id=73522
67,Hana Abass,23/07/2000,170,64,263,251,/en/volleyball/worldchampionships/u20/women/2019/teams/egy-egypt/players/hana-abass?id=73534
68,Nourallah Amin,25/11/2000,184,70,285,276,/en/volleyball/worldchampionships/u20/women/2019/teams/egy-egypt/players/nourallah-amin?id=73521
69,Hana Elmasry,20/07/2001,173,64,276,267,/en/volleyball/worldchampionships/u20/women/2019/teams/egy-egypt/players/hana-elmasry?id=73523
70,Dana Emam,04/10/2000,181,74,280,271,/en/volleyball/worldchampionships/u20/women/2019/teams/egy-egypt/players/dana-emam?id=73524
71,Sohila Sayid,26/08/2000,174,72,275,262,/en/volleyball/worldchampionships/u20/women/2019/teams/egy-egypt/players/sohila-sayid?id=73532
72,Dalia Morshedy,15/11/2001,182,80,280,268,/en/volleyball/worldchampionships/u20/women/2019/teams/egy-egypt/players/dalia-morshedy?id=73529
73,Nkemdilim Ruth Terry Enweonwu,12/05/2000,187,86,339,309,/en/volleyball/worldchampionships/u20/women/2019/teams/ita-italy/players/nkemdilim-ruth-terry-enweonwu?id=73044
74,Valeria Battista,23/01/2001,184,64,316,300,/en/volleyball/worldchampionships/u20/women/2019/teams/ita-italy/players/valeria-battista?id=73042
75,Federica Squarcini,24/09/2000,185,70,320,320,/en/volleyball/worldchampionships/u20/women/2019/teams/ita-italy/players/federica-squarcini?id=73095
76,Marina Lubian,11/04/2000,195,73,318,300,/en/volleyball/worldchampionships/u20/women/2019/teams/ita-italy/players/marina-lubian?id=73048
77,Fatim Yassimina Soraya Kone,25/10/2000,184,73,310,298,/en/volleyball/worldchampionships/u20/women/2019/teams/ita-italy/players/fatim-yassimina-soraya-kone?id=73047
78,Adhuoljok John Majak Malual,14/11/2000,188,72,322,305,/en/volleyball/worldchampionships/u20/women/2019/teams/ita-italy/players/adhuoljok-john-majak-malual?id=73050
79,Alessia Populini,10/09/2000,181,65,304,296,/en/volleyball/worldchampionships/u20/women/2019/teams/ita-italy/players/alessia-populini?id=73054
80,Sara Panetoni,06/05/2000,175,59,294,288,/en/volleyball/worldchampionships/u20/women/2019/teams/ita-italy/players/sara-panetoni?id=73053
81,Oghosasere Loveth Omoruyi,25/08/2002,184,75,0,0,/en/volleyball/worldchampionships/u20/women/2019/teams/ita-italy/players/oghosasere-loveth-omoruyi?id=73052
82,Francesca Scola,15/09/2001,176,70,292,286,/en/volleyball/worldchampionships/u20/women/2019/teams/ita-italy/players/francesca-scola?id=72919
83,Alice Alexandra Tanase,25/05/2000,178,71,302,296,/en/volleyball/worldchampionships/u20/women/2019/teams/ita-italy/players/alice-alexandra-tanase?id=73056
84,Rachele Morello,07/11/2000,182,77,302,296,/en/volleyball/worldchampionships/u20/women/2019/teams/ita-italy/players/rachele-morello?id=73051
85,Miyu Nakagawa,08/01/2000,180,65,307,300,/en/volleyball/worldchampionships/u20/women/2019/teams/jpn-japan/players/miyu-nakagawa?id=73023
86,Nichika Yamada,24/02/2000,184,73,310,288,/en/volleyball/worldchampionships/u20/women/2019/teams/jpn-japan/players/nichika-yamada?id=73030
87,Mayu Ishikawa,14/05/2000,173,66,300,290,/en/volleyball/worldchampionships/u20/women/2019/teams/jpn-japan/players/mayu-ishikawa?id=73021
88,Shion Hirayama,07/11/2000,180,68,296,285,/en/volleyball/worldchampionships/u20/women/2019/teams/jpn-japan/players/shion-hirayama?id=73020
89,Yuki Nishikawa,04/09/2000,180,64,300,290,/en/volleyball/worldchampionships/u20/women/2019/teams/jpn-japan/players/yuki-nishikawa?id=73031
90,Haruna Soga,25/03/2001,173,65,306,290,/en/volleyball/worldchampionships/u20/women/2019/teams/jpn-japan/players/haruna-soga?id=73028
91,Ameze Miyabe,12/10/2001,172,58,309,280,/en/volleyball/worldchampionships/u20/women/2019/teams/jpn-japan/players/ameze-miyabe?id=73022
92,Ayaka Araki,02/09/2001,184,76,305,285,/en/volleyball/worldchampionships/u20/women/2019/teams/jpn-japan/players/ayaka-araki?id=73019
93,Minami Nishimura,23/03/2000,168,65,284,269,/en/volleyball/worldchampionships/u20/women/2019/teams/jpn-japan/players/minami-nishimura?id=73024
94,Rena Mizusugi,06/04/2000,165,50,265,255,/en/volleyball/worldchampionships/u20/women/2019/teams/jpn-japan/players/rena-mizusugi?id=73026
95,Kanon Sonoda,04/09/2000,158,55,265,250,/en/volleyball/worldchampionships/u20/women/2019/teams/jpn-japan/players/kanon-sonoda?id=73029
96,Tsukasa Nakagawa,13/08/2000,159,60,265,250,/en/volleyball/worldchampionships/u20/women/2019/teams/jpn-japan/players/tsukasa-nakagawa?id=73027
97,Uxue Amaya Guereca Parra,12/02/2001,176,64,270,259,/en/volleyball/worldchampionships/u20/women/2019/teams/mex-mexico/players/uxue-amaya-guereca-parra?id=73439
98,Sofia Maldonado Diaz,06/02/2002,178,58,275,260,/en/volleyball/worldchampionships/u20/women/2019/teams/mex-mexico/players/sofia-maldonado-diaz?id=73442
99,Natalie Nizeth Nava Minjarez,19/10/2000,180,76,295,288,/en/volleyball/worldchampionships/u20/women/2019/teams/mex-mexico/players/natalie-nizeth-nava-minjarez?id=73445
100,Renata López Morales,15/02/2001,185,74,291,283,/en/volleyball/worldchampionships/u20/women/2019/teams/mex-mexico/players/renata-l%c3%b3pez-morales?id=73441
101,Gloria Argentina Ung Enriquez,25/04/2002,181,59,290,270,/en/volleyball/worldchampionships/u20/women/2019/teams/mex-mexico/players/gloria-argentina-ung-enriquez?id=73450
102,Marian Aylin Ovalle Leyva,14/09/2002,178,66,278,260,/en/volleyball/worldchampionships/u20/women/2019/teams/mex-mexico/players/marian-aylin-ovalle-leyva?id=73446
103,María Celeste Vela Jimenez,19/05/2000,175,64,250,239,/en/volleyball/worldchampionships/u20/women/2019/teams/mex-mexico/players/mar%c3%ada-celeste-vela-jimenez?id=73453
104,Daniela Siller Flores,25/03/2000,175,58,258,249,/en/volleyball/worldchampionships/u20/women/2019/teams/mex-mexico/players/daniela-siller-flores?id=73449
105,Joseline Landeros Palacios,20/12/2000,169,60,265,249,/en/volleyball/worldchampionships/u20/women/2019/teams/mex-mexico/players/joseline-landeros-palacios?id=73440
106,Mirna Yajaira Valenzuela Castro,13/06/2000,175,68,264,240,/en/volleyball/worldchampionships/u20/women/2019/teams/mex-mexico/players/mirna-yajaira-valenzuela-castro?id=73452
107,Grecia Esther Castro López,05/03/2001,180,75,255,241,/en/volleyball/worldchampionships/u20/women/2019/teams/mex-mexico/players/grecia-esther-castro-l%c3%b3pez?id=73437
108,Melanie Guadalupe Parra Quintero,12/09/2002,176,50,249,242,/en/volleyball/worldchampionships/u20/women/2019/teams/mex-mexico/players/melanie-guadalupe-parra-quintero?id=73447
109,Yadhira Anchante,19/11/2002,178,59,286,290,/en/volleyball/worldchampionships/u20/women/2019/teams/per-peru/players/yadhira-anchante?id=73326
110,Carolina Takahashi Omote,18/09/2002,177,68,281,270,/en/volleyball/worldchampionships/u20/women/2019/teams/per-peru/players/carolina-takahashi-omote?id=73341
111,Claudia Palza,04/07/2001,183,71,288,280,/en/volleyball/worldchampionships/u20/women/2019/teams/per-peru/players/claudia-palza?id=73338
112,Ariana Arciniega,14/09/2000,179,75,280,285,/en/volleyball/worldchampionships/u20/women/2019/teams/per-peru/players/ariana-arciniega?id=73327
113,Aixa Vigil,23/09/2001,180,65,284,295,/en/volleyball/worldchampionships/u20/women/2019/teams/per-peru/players/aixa-vigil?id=73343
114,Janelly Sarita Ceopa Dongo,30/03/2002,175,65,285,270,/en/volleyball/worldchampionships/u20/women/2019/teams/per-peru/players/janelly-sarita-ceopa-dongo?id=73329
115,Flavia Montes,22/11/2000,187,60,295,290,/en/volleyball/worldchampionships/u20/women/2019/teams/per-peru/players/flavia-montes?id=73335
116,Giulia Montalbetti,17/05/2001,182,82,290,276,/en/volleyball/worldchampionships/u20/women/2019/teams/per-peru/players/giulia-montalbetti?id=73334
117,Camila Nicolle Perez Rivas,02/09/2002,180,60,291,275,/en/volleyball/worldchampionships/u20/women/2019/teams/per-peru/players/camila-nicolle-perez-rivas?id=73339
118,Kiara Montes,13/01/2001,176,68,282,293,/en/volleyball/worldchampionships/u20/women/2019/teams/per-peru/players/kiara-montes?id=73336
119,Andrea Francesca Calderon Rios,02/10/2002,164,60,265,250,/en/volleyball/worldchampionships/u20/women/2019/teams/per-peru/players/andrea-francesca-calderon-rios?id=73328
120,Yohmara Rivera Guerrero,19/03/2002,178,75,285,270,/en/volleyball/worldchampionships/u20/women/2019/teams/per-peru/players/yohmara-rivera-guerrero?id=73340
121,Varvara Shepeleva,07/08/2001,181,68,295,280,/en/volleyball/worldchampionships/u20/women/2019/teams/rus-russia/players/varvara-shepeleva?id=72999
122,Alexandra Borisova,20/06/2001,188,84,305,297,/en/volleyball/worldchampionships/u20/women/2019/teams/rus-russia/players/alexandra-borisova?id=72994
123,Eseniia Mishagina,12/01/2001,178,64,290,280,/en/volleyball/worldchampionships/u20/women/2019/teams/rus-russia/players/eseniia-mishagina?id=73094
124,Viktoriia Pushina,09/03/2000,197,88,310,302,/en/volleyball/worldchampionships/u20/women/2019/teams/rus-russia/players/viktoriia-pushina?id=72997
125,Olga Zvereva,05/03/2000,186,74,290,281,/en/volleyball/worldchampionships/u20/women/2019/teams/rus-russia/players/olga-zvereva?id=73003
126,Ekaterina Pipunyrova,10/02/2000,188,69,305,297,/en/volleyball/worldchampionships/u20/women/2019/teams/rus-russia/players/ekaterina-pipunyrova?id=72996
127,Veronika Rasputnaia,29/08/2001,177,71,295,285,/en/volleyball/worldchampionships/u20/women/2019/teams/rus-russia/players/veronika-rasputnaia?id=72998
128,Yulia Brovkina,31/05/2001,196,70,305,297,/en/volleyball/worldchampionships/u20/women/2019/teams/rus-russia/players/yulia-brovkina?id=72995
129,Polina Shemanova,21/01/2001,182,55,296,290,/en/volleyball/worldchampionships/u20/women/2019/teams/rus-russia/players/polina-shemanova?id=74765
130,Valeriya Shevchuk,19/02/2001,182,60,302,297,/en/volleyball/worldchampionships/u20/women/2019/teams/rus-russia/players/valeriya-shevchuk?id=73000
131,Elizaveta Fitisova,21/09/2001,187,66,305,295,/en/volleyball/worldchampionships/u20/women/2019/teams/rus-russia/players/elizaveta-fitisova?id=73091
132,Oxana Yakushina,24/01/2001,191,73,305,297,/en/volleyball/worldchampionships/u20/women/2019/teams/rus-russia/players/oxana-yakushina?id=73002
133,Clementine Kayitesi,01/01/2001,172,60,265,255,/en/volleyball/worldchampionships/u20/women/2019/teams/rwa-rwanda/players/clementine-kayitesi?id=73722
134,Fiellette Uzamukunda,15/02/2000,174,60,255,240,/en/volleyball/worldchampionships/u20/women/2019/teams/rwa-rwanda/players/fiellette-uzamukunda?id=73733
135,Charlotte Mushimiyimana,01/01/2002,167,58,255,245,/en/volleyball/worldchampionships/u20/women/2019/teams/rwa-rwanda/players/charlotte-mushimiyimana?id=73726
136,Iris Ndagijimana,03/07/2000,178,63,265,255,/en/volleyball/worldchampionships/u20/women/2019/teams/rwa-rwanda/players/iris-ndagijimana?id=73727
137,Albertine Uwiringiyimana,07/07/2003,182,59,281,256,/en/volleyball/worldchampionships/u20/women/2019/teams/rwa-rwanda/players/albertine-uwiringiyimana?id=73870
138,Donatha Musabyemaliya,01/01/2000,184,65,270,255,/en/volleyball/worldchampionships/u20/women/2019/teams/rwa-rwanda/players/donatha-musabyemaliya?id=73724
139,Penelope Musabyimana,01/02/2001,173,64,275,255,/en/volleyball/worldchampionships/u20/women/2019/teams/rwa-rwanda/players/penelope-musabyimana?id=73725
140,Francoise Yankurije,19/12/2000,184,66,280,260,/en/volleyball/worldchampionships/u20/women/2019/teams/rwa-rwanda/players/francoise-yankurije?id=73735
141,Munezero Valentine,07/01/2000,182,65,280,260,/en/volleyball/worldchampionships/u20/women/2019/teams/rwa-rwanda/players/munezero-valentine?id=73734
142,Olive Nzamukosha,03/07/2000,173,60,270,250,/en/volleyball/worldchampionships/u20/women/2019/teams/rwa-rwanda/players/olive-nzamukosha?id=73729
143,Zulfati Teta,14/01/2000,187,70,275,255,/en/volleyball/worldchampionships/u20/women/2019/teams/rwa-rwanda/players/zulfati-teta?id=73730
144,Kellia Umutoni,14/04/2001,190,71,275,255,/en/volleyball/worldchampionships/u20/women/2019/teams/rwa-rwanda/players/kellia-umutoni?id=73731
145,Bojana Gocanin,25/09/2002,179,66,286,276,/en/volleyball/worldchampionships/u20/women/2019/teams/srb-serbia/players/bojana-gocanin?id=73262
146,Isidora Rodic,27/01/2001,185,77,298,289,/en/volleyball/worldchampionships/u20/women/2019/teams/srb-serbia/players/isidora-rodic?id=73270
147,Vanja Savic,13/05/2002,188,73,306,295,/en/volleyball/worldchampionships/u20/women/2019/teams/srb-serbia/players/vanja-savic?id=73316
148,Tara Taubner,11/01/2002,188,75,310,305,/en/volleyball/worldchampionships/u20/women/2019/teams/srb-serbia/players/tara-taubner?id=73318
149,Rada Perovic,13/04/2001,182,74,290,280,/en/volleyball/worldchampionships/u20/women/2019/teams/srb-serbia/players/rada-perovic?id=73269
150,Miljana Glusac,03/09/2000,186,72,295,287,/en/volleyball/worldchampionships/u20/women/2019/teams/srb-serbia/players/miljana-glusac?id=73261
151,Milica Milunovic,27/02/2001,184,65,290,280,/en/volleyball/worldchampionships/u20/women/2019/teams/srb-serbia/players/milica-milunovic?id=73266
152,Jovana Mirosavljevic,16/01/2000,183,68,290,281,/en/volleyball/worldchampionships/u20/women/2019/teams/srb-serbia/players/jovana-mirosavljevic?id=73267
153,Ana-Marija Jonjev,01/01/2000,178,65,275,268,/en/volleyball/worldchampionships/u20/women/2019/teams/srb-serbia/players/ana-marija-jonjev?id=73263
154,Veronika Djokic,27/08/2001,187,74,298,287,/en/volleyball/worldchampionships/u20/women/2019/teams/srb-serbia/players/veronika-djokic?id=73260
155,Jovana Cvetkovic,25/03/2002,186,68,298,287,/en/volleyball/worldchampionships/u20/women/2019/teams/srb-serbia/players/jovana-cvetkovic?id=73314
156,Ana Pejicic,05/11/2000,190,69,299,288,/en/volleyball/worldchampionships/u20/women/2019/teams/srb-serbia/players/ana-pejicic?id=73268
157,Brooke Nuneviller,25/01/2000,180,73,297,282,/en/volleyball/worldchampionships/u20/women/2019/teams/usa-usa/players/brooke-nuneviller?id=73275
158,Amelia Tuaniga,21/12/2001,175,82,295,279,/en/volleyball/worldchampionships/u20/women/2019/teams/usa-usa/players/amelia-tuaniga?id=73278
159,Azhani Tealer,06/01/2001,178,84,297,282,/en/volleyball/worldchampionships/u20/women/2019/teams/usa-usa/players/azhani-tealer?id=73309
160,Logan Eggleston,13/11/2000,185,87,318,300,/en/volleyball/worldchampionships/u20/women/2019/teams/usa-usa/players/logan-eggleston?id=73272
161,Jenna Wenaas,28/06/2001,185,73,287,277,/en/volleyball/worldchampionships/u20/women/2019/teams/usa-usa/players/jenna-wenaas?id=73310
162,Skylar Fields,17/02/2001,188,79,318,310,/en/volleyball/worldchampionships/u20/women/2019/teams/usa-usa/players/skylar-fields?id=73273
163,Molly Phillips,31/01/2001,188,77,307,297,/en/volleyball/worldchampionships/u20/women/2019/teams/usa-usa/players/molly-phillips?id=73276
164,Ella Powell,19/07/2000,188,66,297,290,/en/volleyball/worldchampionships/u20/women/2019/teams/usa-usa/players/ella-powell?id=73277
165,Katherine Clark,07/01/2000,191,79,310,310,/en/volleyball/worldchampionships/u20/women/2019/teams/usa-usa/players/katherine-clark?id=73300
166,Anna Dixon,21/08/2000,191,82,310,310,/en/volleyball/worldchampionships/u20/women/2019/teams/usa-usa/players/anna-dixon?id=73301
167,Kendall Kipp,12/12/2000,198,84,323,307,/en/volleyball/worldchampionships/u20/women/2019/teams/usa-usa/players/kendall-kipp?id=73274
168,Heather Gneiting,12/05/2000,198,88,310,310,/en/volleyball/worldchampionships/u20/women/2019/teams/usa-usa/players/heather-gneiting?id=73302
